name,description,image_url,phone,aggregate_rating,reviews_count,cuisine
"Eat Punjab, Chandkheda, Ahmedabad | Zomato ","Eat Punjab Ahmedabad, Chandkheda; View reviews, menu, contact, location, and more for Eat Punjab Restaurant.",/ahmedabad/eat-punjab-chandkheda,"+919879503837, +919537503837",3.8,1607.0,"North Indian, Chinese, Beverages, Biryani, Awadhi, Lucknowi, Desserts"
"Pemdora-The Planet Of Food & Dessert, Sola, Ahmedabad | Zomato ","Pemdora-The Planet Of Food & Dessert Ahmedabad, Sola; View reviews, menu, contact, location, and more for Pemdora-The Planet Of Food & Dessert Restaurant.",/ahmedabad/pemdora-the-planet-of-food-dessert-sola,+919998447772,3.0,36.0,North Indian
"Dine 9 Multicuisine Restaurant, Vastrapur, Ahmedabad | Zomato ","Dine 9 Multicuisine Restaurant Ahmedabad, Vastrapur; View reviews, menu, contact, location, and more for Dine 9 Multicuisine Restaurant Restaurant.",/ahmedabad/dine-9-multicuisine-restaurant-vastrapur,+918866664596,4.2,91.0,"North Indian, Chinese, Wraps, Pizza, Fast Food, Sandwich, Desserts, Shake"
"Compass Kitchen, Chandkheda, Ahmedabad | Zomato ","Compass Kitchen Ahmedabad, Chandkheda; View reviews, menu, contact, location, and more for Compass Kitchen Restaurant.",/ahmedabad/compass-kitchen-2-chandkheda,+918469249473,4.3,608.0,"North Indian, Chinese, Sandwich, Pizza, Oriental, Street Food, Beverages, Pasta"
"Ramodi - Kitchen By Rasna, Bopal, Ahmedabad | Zomato ","Ramodi - Kitchen By Rasna Ahmedabad, Bopal; View reviews, menu, contact, location, and more for Ramodi - Kitchen By Rasna Restaurant.",/ahmedabad/ramodi-kitchen-by-rasna-bopal,+919998859000,4.1,41.0,"North Indian, Biryani, Chinese, Continental, Pasta, Pizza, Desserts, Beverages"
"Dine In The Clouds, Thaltej, Ahmedabad | Zomato ","Dine In The Clouds Ahmedabad, Thaltej; View reviews, menu, contact, location, and more for Dine In The Clouds Restaurant.",/ahmedabad/dine-in-the-clouds-thaltej,+917016226801,2.2,15.0,"North Indian, South Indian, Pasta, Burger, Pizza, Fast Food, Shake, Beverages"
"Umami By Curries, Vastrapur, Ahmedabad | Zomato ","Umami By Curries Ahmedabad, Vastrapur; View reviews, menu, contact, location, and more for Umami By Curries Restaurant.",/ahmedabad/umami-by-curries-vastrapur,"+919913722444, +919687311444",4.2,1209.0,"North Indian, Chinese, Mughlai, Fast Food, Beverages"
"Iscon Thal, Satellite, Ahmedabad | Zomato ","Iscon Thal Ahmedabad, Satellite; View reviews, menu, contact, location, and more for Iscon Thal Restaurant.",/ahmedabad/iscon-thal-satellite,"+917948944999, +918866193093",4.0,477.0,Gujarati
"Jugmug Thela, Thaltej, Ahmedabad | Zomato ","Jugmug Thela Ahmedabad, Thaltej; View reviews, menu, contact, location, and more for Jugmug Thela Restaurant.",/ahmedabad/jugmug-thela-thaltej,+917043657495,4.1,20.0,"Cafe, Coffee, Pizza, Fast Food, Desserts, Beverages, Italian"
"Niro By Nini's, Gulbai Tekra, Ahmedabad | Zomato ","Niro By Nini's Ahmedabad, Gulbai Tekra; View reviews, menu, contact, location, and more for Niro By Nini's Restaurant.",/ahmedabad/niro-by-ninis-gulbai-tekra,+919979876666,4.1,143.0,"Cafe, Coffee, Sandwich, Fast Food, Shake"
"Cafe De Italiano, Bodakdev, Ahmedabad | Zomato ","Cafe De Italiano Ahmedabad, Bodakdev; View reviews, menu, contact, location, and more for Cafe De Italiano Restaurant.",/ahmedabad/cafe-de-italiano-bodakdev,"+919328078019, +919099901112, +917977760644",4.0,1381.0,"Cafe, Shake, Pizza, Italian, Fast Food, Bakery, Healthy Food, Beverages"
"Southern Express, Bopal, Ahmedabad | Zomato ","Southern Express Ahmedabad, Bopal; View reviews, menu, contact, location, and more for Southern Express Restaurant.",/ahmedabad/southern-express-bopal,+917490950446,4.2,42.0,"South Indian, Beverages, Desserts"
"Shivahu, Ambavadi, Ahmedabad | Zomato ","Shivahu Ahmedabad, Ambavadi; View reviews, menu, contact, location, and more for Shivahu Restaurant.",/ahmedabad/shivahu-ambavadi,+919512660077,3.6,34.0,"South Indian, Chinese, Desserts, Beverages"
"The Trophy, Prahlad Nagar, Ahmedabad | Zomato ","The Trophy Ahmedabad, Prahlad Nagar; View reviews, menu, contact, location, and more for The Trophy Restaurant.",/ahmedabad/the-trophy-prahlad-nagar,+919016727554,4.2,77.0,"North Indian, Mughlai, Oriental, Continental, Asian, Biryani, Pizza, Chinese"
"Sarvatt - Hyatt Regency, Ashram Road, Ahmedabad | Zomato ","Sarvatt - Hyatt Regency Ahmedabad, Ashram Road; View reviews, menu, contact, location, and more for Sarvatt - Hyatt Regency Restaurant.",/ahmedabad/sarvatt-hyatt-regency-ashram-road,+917574826670,4.2,47.0,"Gujarati, Rajasthani, Street Food, Desserts, Beverages"
"Muse, Bodakdev, Ahmedabad | Zomato ","Muse Ahmedabad, Bodakdev; View reviews, menu, contact, location, and more for Muse Restaurant.",/ahmedabad/muse-bodakdev,+919586848585,3.6,380.0,"Cafe, North Indian, Fast Food, Continental"
"Barbeque Nation, Vastrapur, Ahmedabad | Zomato ","Barbeque Nation Ahmedabad, Vastrapur; View reviews, menu, contact, location, and more for Barbeque Nation Restaurant.",/ahmedabad/barbeque-nation-vastrapur,"+917574880247, +918511177136",4.6,3141.0,"North Indian, BBQ, Biryani, Kebab, Continental, Chinese, Beverages, Desserts"
"Papadum, Thaltej, Ahmedabad | Zomato ","Papadum Ahmedabad, Thaltej; View reviews, menu, contact, location, and more for Papadum Restaurant.",/ahmedabad/papadum-thaltej,+919327710841,4.3,66.0,"South Indian, Tamil, Kerala, Beverages"
"Artisan - Regenta  Antarim, Navrangpura, Ahmedabad | Zomato ","Artisan - Regenta  Antarim Ahmedabad, Navrangpura; View reviews, menu, contact, location, and more for Artisan - Regenta  Antarim Restaurant.",/ahmedabad/artisan-regenta-antarim-navrangpura,"+917069039302, +917966004400, +917069039308",3.8,376.0,"North Indian, Continental, Fast Food, Desserts, Beverages"
"Poetry, Bodakdev, Ahmedabad | Zomato ","Poetry Ahmedabad, Bodakdev; View reviews, menu, contact, location, and more for Poetry Restaurant.",/ahmedabad/poetry-8-bodakdev,+917096554554,4.1,390.0,"Fast Food, Italian, Asian, Chinese, North Indian, Biryani, Desserts, Beverages"
"Mynt - Vivanta, Sola, Ahmedabad | Zomato ","Mynt - Vivanta Ahmedabad, Sola; View reviews, menu, contact, location, and more for Mynt - Vivanta Restaurant.",/ahmedabad/mynt-vivanta-sola,+919265334633,4.4,115.0,"North Indian, Mexican, Italian, Thai, Healthy Food"
"Arbre, Satellite, Ahmedabad | Zomato ","Arbre Ahmedabad, Satellite; View reviews, menu, contact, location, and more for Arbre Restaurant.",/ahmedabad/arbre-satellite,+916358880418,3.9,218.0,"North Indian, Pizza, Pasta, Desserts"
"Legends Of Punjab - By Pepperazi, Bodakdev, Ahmedabad | Zomato ","Legends Of Punjab - By Pepperazi Ahmedabad, Bodakdev; View reviews, menu, contact, location, and more for Legends Of Punjab - By Pepperazi Restaurant.",/ahmedabad/legends-of-punjab-by-pepperazi-bodakdev,+919998198889,4.0,397.0,"North Indian, Fast Food, Chinese, Ice Cream, Desserts"
"Jassi De Parathe, Odhav, Ahmedabad | Zomato ","Jassi De Parathe Ahmedabad, Odhav; View reviews, menu, contact, location, and more for Jassi De Parathe Restaurant.",/ahmedabad/jassi-de-parathe-odhav,+919898607129,4.1,329.0,"North Indian, Kebab, Street Food, Desserts, Beverages"
"Gourmet Kitchen - Maple 99, Chandkheda, Ahmedabad | Zomato ","Gourmet Kitchen - Maple 99 Ahmedabad, Chandkheda; View reviews, menu, contact, location, and more for Gourmet Kitchen - Maple 99 Restaurant.",/ahmedabad/gourmet-kitchen-maple-99-chandkheda,+919512373739,3.4,269.0,"North Indian, Chinese, Continental, Desserts, Shake, Beverages"
"Big Scoop Cafe, Ashram Road, Ahmedabad | Zomato ","Big Scoop Cafe Ahmedabad, Ashram Road; View reviews, menu, contact, location, and more for Big Scoop Cafe Restaurant.",/ahmedabad/big-scoop-cafe-ashram-road,+919727457314,3.6,5.0,"Cafe, Coffee, Tea, Shake, Bubble Tea, Beverages, Ice Cream, Fast Food"
"Sankalp, C G Road, Ahmedabad | Zomato ","Sankalp Ahmedabad, C G Road; View reviews, menu, contact, location, and more for Sankalp Restaurant.",/ahmedabad/sankalp-c-g-road,"+917926406707, +917926467550",4.0,506.0,"South Indian, North Indian, Desserts, Beverages"
"The Greenstraw House, Ashram Road, Ahmedabad | Zomato ","The Greenstraw House Ahmedabad, Ashram Road; View reviews, menu, contact, location, and more for The Greenstraw House Restaurant.",/ahmedabad/the-greenstraw-house-ashram-road,+916354636989,4.1,230.0,"Cafe, Fast Food, Tea, Beverages, Shake"
"The Eatery - Four Points By Sheraton, Ellis Bridge, Ahmedabad | Zomato ","The Eatery - Four Points By Sheraton Ahmedabad, Ellis Bridge; View reviews, menu, contact, location, and more for The Eatery - Four Points By Sheraton Restaurant.",/ahmedabad/the-eatery-four-points-by-sheraton-ellis-bridge,+917043072005,4.0,489.0,"North Indian, Asian, Continental, Chinese, Wraps, Desserts, Beverages"
"Gwalia Vanakkam, Thaltej, Ahmedabad | Zomato ","Gwalia Vanakkam Ahmedabad, Thaltej; View reviews, menu, contact, location, and more for Gwalia Vanakkam Restaurant.",/ahmedabad/gwalia-vanakkam-thaltej,"+917600017579, +917600017594",3.7,72.0,"South Indian, Street Food, Beverages"
"Jamie Oliver Kitchen, Thaltej, Ahmedabad | Zomato ","Jamie Oliver Kitchen Ahmedabad, Thaltej; View reviews, menu, contact, location, and more for Jamie Oliver Kitchen Restaurant.",/ahmedabad/jamie-oliver-kitchen-thaltej,+919409127838,3.6,16.0,"Continental, Italian, Fast Food, Desserts, Coffee, Tea, Beverages"
"Hocco Eatery, Bopal, Ahmedabad | Zomato ","Hocco Eatery Ahmedabad, Bopal; View reviews, menu, contact, location, and more for Hocco Eatery Restaurant.",/ahmedabad/hocco-eatery-1-bopal,+917065778595,4.2,408.0,"Pizza, Sandwich, Fast Food, Street Food, Ice Cream, Shake, Burger"
"A Gourmesserie, Bodakdev, Ahmedabad | Zomato ","A Gourmesserie Ahmedabad, Bodakdev; View reviews, menu, contact, location, and more for A Gourmesserie Restaurant.",/ahmedabad/a-gourmesserie-bodakdev,+917272091910,4.7,180.0,"Cafe, Coffee, Italian, Continental, Bakery, Desserts, Beverages"
"Yukki Sizzler, Sola, Ahmedabad | Zomato ","Yukki Sizzler Ahmedabad, Sola; View reviews, menu, contact, location, and more for Yukki Sizzler Restaurant.",/ahmedabad/yukki-sizzler-sola,+917069347070,,,"Mexican, Italian, Pizza, Sandwich, Salad, Desserts, Shake, Beverages"
"Burnt Turnt, Bopal, Ahmedabad | Zomato ","Burnt Turnt Ahmedabad, Bopal; View reviews, menu, contact, location, and more for Burnt Turnt Restaurant.",/ahmedabad/burnt-turnt-bopal,+919099010348,4.0,63.0,North Indian
"Carry On Tomato's & Mirch Masala, Bopal, Ahmedabad | Zomato ","Carry On Tomato's & Mirch Masala Ahmedabad, Bopal; View reviews, menu, contact, location, and more for Carry On Tomato's & Mirch Masala Restaurant.",/ahmedabad/carry-on-tomatos-mirch-masala-bopal,+919712979996,4.4,144.0,"North Indian, Continental, Italian, Chinese, Biryani, Fast Food"
"Rangeen, Ambavadi, Ahmedabad | Zomato ","Rangeen Ahmedabad, Ambavadi; View reviews, menu, contact, location, and more for Rangeen Restaurant.",/ahmedabad/rangeen-ambavadi,+919081555577,4.2,809.0,"Continental, Italian"
"Crazy Plant Lady - A Plant Boutique Cafe, Nava Vadaj, Ahmedabad | Zomato ","Crazy Plant Lady - A Plant Boutique Cafe Ahmedabad, Nava Vadaj; View reviews, menu, contact, location, and more for Crazy Plant Lady - A Plant Boutique Cafe Restaurant.",/ahmedabad/crazy-plant-lady-a-plant-boutique-cafe-nava-vadaj,+917303112344,4.1,62.0,"Pizza, Healthy Food, Pasta, Mexican, Desserts, Chinese, Burger, Coffee"
"Cuppuccino, Navrangpura, Ahmedabad | Zomato ","Cuppuccino Ahmedabad, Navrangpura; View reviews, menu, contact, location, and more for Cuppuccino Restaurant.",/ahmedabad/cuppuccino-navrangpura,+919099922094,3.6,920.0,"Cafe, North Indian, Chinese, Mexican, Pizza, Pasta, Fast Food, Beverages"
"Cafe Treat - The Pride Hotel, Bodakdev, Ahmedabad | Zomato ","Cafe Treat - The Pride Hotel Ahmedabad, Bodakdev; View reviews, menu, contact, location, and more for Cafe Treat - The Pride Hotel Restaurant.",/ahmedabad/cafe-treat-the-pride-hotel-bodakdev,"+919898507851, +919601952496, +917043078416",3.4,335.0,"North Indian, Continental, Gujarati, Healthy Food, Fast Food, Desserts, Beverages"
"The Great Kabab Factory - Radisson Blu, Ambavadi, Ahmedabad | Zomato ","The Great Kabab Factory - Radisson Blu Ahmedabad, Ambavadi; View reviews, menu, contact, location, and more for The Great Kabab Factory - Radisson Blu Restaurant.",/ahmedabad/the-great-kabab-factory-radisson-blu-ambavadi,+917940501234,4.0,597.0,"Mughlai, Kebab, North Indian"
"Soul Square, Bodakdev, Ahmedabad | Zomato ","Soul Square Ahmedabad, Bodakdev; View reviews, menu, contact, location, and more for Soul Square Restaurant.",/ahmedabad/soul-square-bodakdev,"+917946044008, +919898234228, +917202810844",4.1,1231.0,"Cafe, Italian, Mexican, Continental, Beverages"
"Essence - Crowne Plaza, Satellite, Ahmedabad | Zomato ","Essence - Crowne Plaza Ahmedabad, Satellite; View reviews, menu, contact, location, and more for Essence - Crowne Plaza Restaurant.",/ahmedabad/essence-crowne-plaza-satellite,"+917967779000, +917069097377",4.1,705.0,"Continental, American, South Indian, Chinese, North Indian, Fast Food, Desserts, Beverages"
"Masala Maarke, Sola, Ahmedabad | Zomato ","Masala Maarke Ahmedabad, Sola; View reviews, menu, contact, location, and more for Masala Maarke Restaurant.",/ahmedabad/masala-maarke-6-sola,+919054966119,3.3,34.0,"North Indian, Salad, Chinese, Pizza, Pasta, Sandwich, Fast Food, Desserts"
"Momoman, Infocity, Gandhinagar | Zomato ","Momoman Gandhinagar, Infocity; View reviews, menu, contact, location, and more for Momoman Restaurant.",/ahmedabad/momoman-4-infocity-gandhinagar,+918799625845,4.0,67.0,"Asian, Momos, Chinese"
"Cream Centre, Thaltej, Ahmedabad | Zomato ","Cream Centre Ahmedabad, Thaltej; View reviews, menu, contact, location, and more for Cream Centre Restaurant.",/ahmedabad/cream-centre-thaltej,+919574391008,3.2,167.0,"Mexican, Italian, Chinese, North Indian, Ice Cream"
"KFC, Alpha One Mall, Vastrapur, Ahmedabad | Zomato ","KFC Ahmedabad, Alpha One Mall, Vastrapur; View reviews, menu, contact, location, and more for KFC Restaurant.",/ahmedabad/kfc-vastrapur,+918905907373,3.8,813.0,"Burger, Fast Food, Rolls"
"Rooh The Roofyard Cafe And Restaurant, Karai, Gandhinagar | Zomato ","Rooh The Roofyard Cafe And Restaurant Gandhinagar, Karai; View reviews, menu, contact, location, and more for Rooh The Roofyard Cafe And Restaurant Restaurant.",/ahmedabad/rooh-the-roofyard-cafe-and-restaurant-karai-gandhinagar,+916356223322,3.9,63.0,"Fast Food, North Indian, Sandwich, Burger"
"Florence At Nine, Bopal, Ahmedabad | Zomato ","Florence At Nine Ahmedabad, Bopal; View reviews, menu, contact, location, and more for Florence At Nine Restaurant.",/ahmedabad/florence-at-nine-bopal,+919099306306,3.8,164.0,"North Indian, Pizza, Italian, Fast Food, Desserts, Coffee, Beverages"
"Cafe TT, Chandkheda, Ahmedabad | Zomato ","Cafe TT Ahmedabad, Chandkheda; View reviews, menu, contact, location, and more for Cafe TT Restaurant.",/ahmedabad/cafe-tt-chandkheda,+919825259090,3.9,52.0,"Coffee, Fast Food, Modern Indian, North Indian, Chinese"
"Indus - Vivanta, Sola, Ahmedabad | Zomato ","Indus - Vivanta Ahmedabad, Sola; View reviews, menu, contact, location, and more for Indus - Vivanta Restaurant.",/ahmedabad/indus-vivanta-sola,+919265334633,4.2,54.0,"North Eastern, Asian"
"Maha Mahim, Bopal, Ahmedabad | Zomato ","Maha Mahim Ahmedabad, Bopal; View reviews, menu, contact, location, and more for Maha Mahim Restaurant.",/ahmedabad/maha-mahim-bopal,+919558779750,3.3,5.0,"North Indian, Biryani"
"Novelchef Cafe & Lounge, Gulbai Tekra, Ahmedabad | Zomato ","Novelchef Cafe & Lounge Ahmedabad, Gulbai Tekra; View reviews, menu, contact, location, and more for Novelchef Cafe & Lounge Restaurant.",/ahmedabad/novelchef-cafe-lounge-gulbai-tekra,+916358900379,4.4,284.0,"Cafe, Continental, Italian, Fast Food, Desserts, Beverages"
"Chinese Wok, C G Road, Ahmedabad | Zomato ","Chinese Wok Ahmedabad, C G Road; View reviews, menu, contact, location, and more for Chinese Wok Restaurant.",/ahmedabad/chinese-wok-c-g-road,+917946029747,3.2,23.0,"Chinese, Asian, Momos"
"Bento B - Japanese Diner, Bopal, Ahmedabad | Zomato ","Bento B - Japanese Diner Ahmedabad, Bopal; View reviews, menu, contact, location, and more for Bento B - Japanese Diner Restaurant.",/ahmedabad/bento-b-japanese-diner-bopal,"+919727002978, +916357010056",3.7,8.0,"Japanese, Sushi, Asian, Oriental, Beverages"
"The Gourmet- An All Day Dining Restaurant By The Fern Residency, Subhash Bridge, Ahmedabad | Zomato ","The Gourmet- An All Day Dining Restaurant By The Fern Residency Ahmedabad, Subhash Bridge; View reviews, menu, contact, location, and more for The Gourmet- An All Day Dining Restaurant By The Fern Residency Restaurant.",/ahmedabad/the-gourmet-an-all-day-dining-restaurant-by-the-fern-residency-subhash-bridge,"+919909006292, +919909006294",3.8,52.0,"North Indian, Mughlai, Chinese, Pizza, Fast Food, Biryani, Desserts, Beverages"
"Hoglatto, Ambavadi, Ahmedabad | Zomato ","Hoglatto Ahmedabad, Ambavadi; View reviews, menu, contact, location, and more for Hoglatto Restaurant.",/ahmedabad/hoglatto-1-ambavadi,+919825863060,4.0,22.0,"Ice Cream, Desserts, Coffee, Shake"
"Gwalia Purani Delhi, Bopal, Ahmedabad | Zomato ","Gwalia Purani Delhi Ahmedabad, Bopal; View reviews, menu, contact, location, and more for Gwalia Purani Delhi Restaurant.",/ahmedabad/gwalia-purani-delhi-bopal,+917228883472,4.0,106.0,"North Indian, Gujarati"
"Sante Spa Cuisine, Thaltej, Ahmedabad | Zomato ","Sante Spa Cuisine Ahmedabad, Thaltej; View reviews, menu, contact, location, and more for Sante Spa Cuisine Restaurant.",/ahmedabad/sante-spa-cuisine-thaltej,+916359875514,4.7,541.0,"Salad, Continental, Healthy Food, Arabian, Desserts, Shake, Beverages"
"Choice Snack Bar, Memnagar, Ahmedabad | Zomato ","Choice Snack Bar Ahmedabad, Memnagar; View reviews, menu, contact, location, and more for Choice Snack Bar Restaurant.",/ahmedabad/choice-snack-bar-1-memnagar,+919727127125,3.1,79.0,"Fast Food, Sandwich, Pizza, Panini, Street Food, Chinese, Ice Cream, Beverages"
"Rooftop Stories, Thaltej, Ahmedabad | Zomato ","Rooftop Stories Ahmedabad, Thaltej; View reviews, menu, contact, location, and more for Rooftop Stories Restaurant.",/ahmedabad/rooftop-stories-thaltej,+917487828756,3.5,135.0,"Chinese, North Indian, Continental, Italian, Fast Food"
"Naivedhyam Thal, Satellite, Ahmedabad | Zomato ","Naivedhyam Thal Ahmedabad, Satellite; View reviews, menu, contact, location, and more for Naivedhyam Thal Restaurant.",/ahmedabad/naivedhyam-thal-satellite,+919227093099,3.6,12.0,Gujarati
"Curries, Infocity, Gandhinagar | Zomato ","Curries Gandhinagar, Infocity; View reviews, menu, contact, location, and more for Curries Restaurant.",/ahmedabad/curries-infocity-gandhinagar,"+917877575983, +918799543680",4.0,250.0,"North Indian, Chinese, Mughlai, Kebab, Biryani, Desserts"
"Sambar Cafe, Bodakdev, Ahmedabad | Zomato ","Sambar Cafe Ahmedabad, Bodakdev; View reviews, menu, contact, location, and more for Sambar Cafe Restaurant.",/ahmedabad/sambar-cafe-bodakdev,+917874444077,3.9,69.0,South Indian
"Maharaja Manek Chowkwala, Prahlad Nagar, Ahmedabad | Zomato ","Maharaja Manek Chowkwala Ahmedabad, Prahlad Nagar; View reviews, menu, contact, location, and more for Maharaja Manek Chowkwala Restaurant.",/ahmedabad/maharaja-manek-chowkwala-prahlad-nagar,+917016380340,3.7,11.0,"South Indian, Pizza, Sandwich, Street Food, Desserts, Beverages"
"Mexicano By The Bay, Ashram Road, Ahmedabad | Zomato ","Mexicano By The Bay Ahmedabad, Ashram Road; View reviews, menu, contact, location, and more for Mexicano By The Bay Restaurant.",/ahmedabad/mexicano-by-the-bay-ashram-road,"+917929722011, +919099927190",3.3,310.0,"Cafe, Mexican, Italian, Fast Food, Beverages"
"Octant Pizza, C G Road, Ahmedabad | Zomato ","Octant Pizza Ahmedabad, C G Road; View reviews, menu, contact, location, and more for Octant Pizza Restaurant.",/ahmedabad/octant-pizza-c-g-road,+918485995567,2.6,40.0,"Pizza, Fast Food, Chinese, Sichuan"
"WOW! China, Isanpur, Ahmedabad | Zomato ","WOW! China Ahmedabad, Isanpur; View reviews, menu, contact, location, and more for WOW! China Restaurant.",/ahmedabad/wow-china-isanpur,+91919836198361,3.8,23.0,"Chinese, Oriental, Asian, Sichuan, Seafood, Momos"
"Cafe Piano - The Grand Bhagwati, Bodakdev, Ahmedabad | Zomato ","Cafe Piano - The Grand Bhagwati Ahmedabad, Bodakdev; View reviews, menu, contact, location, and more for Cafe Piano - The Grand Bhagwati Restaurant.",/ahmedabad/cafe-piano-the-grand-bhagwati-bodakdev,"+919879000221, +919099372222, +919099382222",4.0,1318.0,"Cafe, North Indian, Continental, Italian, South Indian, Fast Food, Desserts, Beverages"
"Twenty 1 Rhinos, Chandkheda, Ahmedabad | Zomato ","Twenty 1 Rhinos Ahmedabad, Chandkheda; View reviews, menu, contact, location, and more for Twenty 1 Rhinos Restaurant.",/ahmedabad/twenty-1-rhinos-1-chandkheda,+919601987406,4.0,37.0,"Cafe, Coffee, Italian, Fast Food, Sandwich, Chinese, Desserts"
"Vintage Village, Naroda, Ahmedabad | Zomato ","Vintage Village Ahmedabad, Naroda; View reviews, menu, contact, location, and more for Vintage Village Restaurant.",/ahmedabad/vintage-village-naroda,"+919537381008, +917016262858",3.9,439.0,"Gujarati, North Indian"
"Hungry Puppet, Airport Gandhinagar Highway, Gandhinagar | Zomato ","Hungry Puppet Gandhinagar, Airport Gandhinagar Highway; View reviews, menu, contact, location, and more for Hungry Puppet Restaurant.",/ahmedabad/hungry-puppet-airport-gandhinagar-highway-gandhinagar,+919824433838,3.9,609.0,"North Indian, Chinese, Mughlai, Fast Food, Desserts, Beverages"
"Dakshination, Mani Nagar, Ahmedabad | Zomato ","Dakshination Ahmedabad, Mani Nagar; View reviews, menu, contact, location, and more for Dakshination Restaurant.",/ahmedabad/dakshination-mani-nagar,+916356354040,4.2,90.0,"South Indian, Beverages"
"The Lifafa, Airport Gandhinagar Highway, Gandhinagar | Zomato ","The Lifafa Gandhinagar, Airport Gandhinagar Highway; View reviews, menu, contact, location, and more for The Lifafa Restaurant.",/ahmedabad/the-lifafa-airport-gandhinagar-highway-gandhinagar,+919427507273,4.1,20.0,"Pizza, Burger, Sandwich, North Indian, Shake, Beverages"
"Micro Cafe, Memnagar, Ahmedabad | Zomato ","Micro Cafe Ahmedabad, Memnagar; View reviews, menu, contact, location, and more for Micro Cafe Restaurant.",/ahmedabad/micro-cafe-memnagar,"+916352042271, +919265459167",4.2,198.0,"Burger, Fast Food"
"WOW! Momo, Isanpur, Ahmedabad | Zomato ","WOW! Momo Ahmedabad, Isanpur; View reviews, menu, contact, location, and more for WOW! Momo Restaurant.",/ahmedabad/wow-momo-isanpur,+91919836198361,3.6,13.0,"Momos, Fast Food, Chinese, Tibetan, Sichuan, Beverages, Desserts"
"Orchid By Fortune Inn Haveli, Sector 11, Gandhinagar | Zomato ","Orchid By Fortune Inn Haveli Gandhinagar, Sector 11; View reviews, menu, contact, location, and more for Orchid By Fortune Inn Haveli Restaurant.",/ahmedabad/orchid-by-fortune-inn-haveli-sector-11-gandhinagar,"+919601251838, +919662541962, +917939884422",4.2,202.0,"North Indian, Mughlai, Chinese, Oriental, Continental, Beverages"
"Jail Cafe Bar, Navrangpura, Ahmedabad | Zomato ","Jail Cafe Bar Ahmedabad, Navrangpura; View reviews, menu, contact, location, and more for Jail Cafe Bar Restaurant.",/ahmedabad/jail-cafe-bar-navrangpura,+916359101818,3.1,71.0,"Cafe, Chinese, Panini, Salad, Fast Food, Street Food, Desserts, Beverages"
"Cafe Alaska, Thaltej, Ahmedabad | Zomato ","Cafe Alaska Ahmedabad, Thaltej; View reviews, menu, contact, location, and more for Cafe Alaska Restaurant.",/ahmedabad/cafe-alaska-thaltej,+919783119072,3.9,10.0,"Fast Food, Chinese, Continental, Beverages"
"Baba Budan cafe, Sola, Ahmedabad | Zomato ","Baba Budan cafe Ahmedabad, Sola; View reviews, menu, contact, location, and more for Baba Budan cafe Restaurant.",/ahmedabad/baba-budan-cafe-sola,+918799046413,3.9,4.0,"Cafe, Coffee, Italian"
"Spice Hub Restro Cafe, Airport Gandhinagar Highway, Gandhinagar | Zomato ","Spice Hub Restro Cafe Gandhinagar, Airport Gandhinagar Highway; View reviews, menu, contact, location, and more for Spice Hub Restro Cafe Restaurant.",/ahmedabad/spice-hub-restro-cafe-airport-gandhinagar-highway-gandhinagar,+919033426024,,,"Cafe, Coffee, Pizza, Sandwich, Fast Food, Street Food, Chinese, Beverages"
"Megma Restaurant & Banquets, Odhav, Ahmedabad | Zomato ","Megma Restaurant & Banquets Ahmedabad, Odhav; View reviews, menu, contact, location, and more for Megma Restaurant & Banquets Restaurant.",/ahmedabad/megma-restaurant-banquets-1-odhav,+919512340283,4.4,31.0,"North Indian, Oriental, Salad, Chinese"
"Brooks, Tragad, Ahmedabad | Zomato ","Brooks Ahmedabad, Tragad; View reviews, menu, contact, location, and more for Brooks Restaurant.",/ahmedabad/brooks-tragad,+919909788440,3.3,20.0,North Indian
"Tandoor Story - Chur Chur Naan, Bodakdev, Ahmedabad | Zomato ","Tandoor Story - Chur Chur Naan Ahmedabad, Bodakdev; View reviews, menu, contact, location, and more for Tandoor Story - Chur Chur Naan Restaurant.",/ahmedabad/tandoor-story-chur-chur-naan-bodakdev,+919157538004,3.8,23.0,"North Indian, Biryani, Beverages"
"Barbeque World, Vastrapur, Ahmedabad | Zomato ","Barbeque World Ahmedabad, Vastrapur; View reviews, menu, contact, location, and more for Barbeque World Restaurant.",/ahmedabad/barbeque-world-vastrapur,"+918866336161, +917948988886, +919687027038",3.6,605.0,"North Indian, Chinese"
"Green House - The House Of MG, Lal Darwaja, Ahmedabad | Zomato ","Green House - The House Of MG Ahmedabad, Lal Darwaja; View reviews, menu, contact, location, and more for Green House - The House Of MG Restaurant.",/ahmedabad/green-house-the-house-of-mg-lal-darwaja,+917925506946,4.2,472.0,"Gujarati, North Indian, South Indian, Street Food, Fast Food, Italian, Desserts, Beverages"
"South Leaf- The Food Chain, Prahlad Nagar, Ahmedabad | Zomato ","South Leaf- The Food Chain Ahmedabad, Prahlad Nagar; View reviews, menu, contact, location, and more for South Leaf- The Food Chain Restaurant.",/ahmedabad/south-leaf-the-food-chain-prahlad-nagar,+917575010155,4.5,975.0,South Indian
"Silver Dine - Platinum Hotels, Paldi, Ahmedabad | Zomato ","Silver Dine - Platinum Hotels Ahmedabad, Paldi; View reviews, menu, contact, location, and more for Silver Dine - Platinum Hotels Restaurant.",/ahmedabad/silver-dine-platinum-hotels-paldi,"+919979001079, +919925006001",4.3,965.0,"North Indian, Chinese, Continental, Asian, Fast Food"
